0.250000	280.0000
1.384910	6.000000
1.409970	5.560000
1.434140	5.160000
1.458610	4.780000
1.483410	4.420000
1.507120	4.100000
1.526160	3.860000
1.542960	3.660000
1.559860	3.470000
1.576880	3.290000
1.594010	3.120000
1.612320	2.950000
1.630880	2.790000
1.649630	2.640000
1.669930	2.490000
1.690580	2.350000
1.711480	2.220000
1.734320	2.090000
1.757520	1.970000
1.783020	1.850000
1.811340	1.730000
1.840330	1.620000
1.869690	1.520000
1.902630	1.420000
1.940170	1.320000
1.978720	1.230000
2.005140	1.175000
2.025620	1.135000
2.047400	1.095000
2.070600	1.055000
2.095310	1.015000
2.121640	0.975000
2.149690	0.935000
2.179570	0.895000
2.211440	0.855000
2.245450	0.815000
2.277220	0.780000
2.310920	0.745000
2.346890	0.710000
2.385340	0.675000
2.426520	0.640000
2.470540	0.605000
2.517470	0.570000
2.574290	0.530000
2.631390	0.492000
2.681420	0.460000
2.720650	0.436000
2.755050	0.416000
2.791410	0.396000
2.833750	0.374000
2.878640	0.352000
2.921950	0.332000
2.963370	0.314000
3.009890	0.295000
3.054430	0.278000
3.102120	0.261000
3.150470	0.245000
3.199360	0.230000
3.248700	0.216000
3.302280	0.202000
3.356770	0.189000
3.411950	0.177000
3.467620	0.166000
3.529210	0.155000
3.591970	0.145000
3.655220	0.136000
3.726630	0.127000
3.799180	0.119000
3.882630	0.111000
3.980650	0.103000
